channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red2,3,confirm,0,standard,512,32,0.5,5,5,10,0,7,60,10,3248,43,0.7166666666666667,194880,4546,0.023327175697865354,0,0.09769859634999996,2343.3557046979863
red2,3,confirm,0,lite,512,32,0.5,5,5,10,0,7,60,10,3248,1,0.016666666666666666,194880,39507,0.2027247536945813,0,0.16668679948333337,54.49664429530201
red2,3,confirm,0,adaptive_lite,512,32,0.5,5,5,10,0,7,60,10,3248,43,0.7166666666666667,194880,4546,0.023327175697865354,0,0.1482973617333333,2343.3557046979863
red2,3,confirm,0,standard,512,32,0.5,3,10,10,0,6,60,10,3008,46,0.7666666666666667,180480,2836,0.015713652482269504,0,0.08930403368333334,2321.6107382550335
red2,3,confirm,0,lite,512,32,0.5,3,10,10,0,6,60,10,3008,1,0.016666666666666666,180480,31327,0.1735760195035461,0,0.15024910445,50.46979865771812
red2,3,confirm,0,adaptive_lite,512,32,0.5,3,10,10,0,6,60,10,3008,46,0.7666666666666667,180480,2933,0.016251108156028368,0,0.12509450521666665,2321.6107382550335
red2,3,confirm,0,standard,512,32,0.5,3,10,10,0,7,60,10,3008,50,0.8333333333333334,180480,2551,0.014134530141843972,0,0.07956516815000002,2523.489932885906
red2,3,confirm,0,lite,512,32,0.5,3,10,10,0,7,60,10,3008,2,0.03333333333333333,180480,32894,0.1822584219858156,0,0.14766295736666668,100.93959731543625
red2,3,confirm,0,adaptive_lite,512,32,0.5,3,10,10,0,7,60,10,3008,50,0.8333333333333334,180480,2663,0.014755097517730496,0,0.1155235288,2523.489932885906
red2,3,confirm,0,standard,1024,64,0.5,5,10,10,0,6,60,5,3656,10,0.16666666666666666,219360,30689,0.1399024434719183,0,0.10941801118333332,613.4228187919463
red2,3,confirm,0,lite,1024,64,0.5,5,10,10,0,6,60,5,3656,2,0.03333333333333333,219360,33822,0.15418490153172867,0,0.17814290891666665,122.68456375838926
red2,3,confirm,0,adaptive_lite,1024,64,0.5,5,10,10,0,6,60,5,3656,11,0.18333333333333332,219360,25235,0.11503920495988329,0,0.18875291173333333,674.7651006711409
red2,3,confirm,0,standard,1024,64,0.5,5,10,10,0,7,60,5,3656,12,0.2,219360,30851,0.14064095550692926,0,0.09896644735000001,736.1073825503355
red2,3,confirm,0,lite,1024,64,0.5,5,10,10,0,7,60,5,3656,0,0.0,219360,34166,0.15575309992706055,0,0.16502162806666668,0.0
red2,3,confirm,0,adaptive_lite,1024,64,0.5,5,10,10,0,7,60,5,3656,12,0.2,219360,26086,0.11891867250182349,0,0.21456729734999996,736.1073825503355
red3,1,confirm,0,standard,512,32,0.5,3,10,8,0,6,60,10,3008,42,0.7,180480,99,0.0005485372340425532,0,0.08384469391666667,2119.731543624161
