channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red4,1,screen,1,pfft,2048,0,0.5,8,8,10,2,5,20,2,3106,1,0.05,62120,9062,0.14587894397939472,0,0.14097084499999998,181.9921875
red4,1,screen,2,pfft,2048,32,0.25,5,10,6,4,5,20,4,2921,3,0.15,58420,139,0.002379322149948648,0,0.18598108435,338.7757731958763
red4,1,screen,2,pfft,2048,32,0.25,5,5,10,4,5,20,4,2595,13,0.65,51900,10,0.0001926782273603083,0,0.13313259595,1304.1881443298969
red4,1,screen,1,pfft,2048,16,0.25,8,8,10,0,5,20,2,1545,15,0.75,30900,16,0.000517799352750809,0,0.1405385841,1352.626459143969
red4,1,screen,3,pfft,2048,16,0.5,8,5,8,0,5,20,2,2838,4,0.2,56760,5842,0.1029245947850599,0,0.06170427064999999,662.5680933852141
red4,1,screen,1,pfft,1024,0,0.25,8,8,10,2,5,20,2,761,5,0.25,15220,74,0.004862023653088042,0,0.0414146924,297.265625
red4,1,screen,1,pfft,2048,0,0.25,4,3,10,2,5,20,2,1002,13,0.65,20040,27,0.001347305389221557,0,0.12432264524999999,763.2421875
red4,1,screen,1,pfft,512,32,0.25,8,8,10,2,5,20,2,369,0,0.0,7380,2365,0.32046070460704607,0,0.08450107725,0.0
red4,1,screen,2,pfft,2048,64,0.0625,8,8,3,0,5,20,2,374,0,0.0,7480,663,0.08863636363636364,0,0.06541850830000001,0.0
red4,1,screen,1,pfft,2048,16,0.5,5,10,10,0,5,20,2,2921,6,0.3,58420,6075,0.10398836015063334,0,0.08480108410000001,1022.9182879377432
red4,1,screen,2,pfft,1024,16,0.5,8,8,3,0,5,20,5,3869,0,0.0,77380,8511,0.10998966141121737,0,0.11172228625000002,0.0
red4,1,screen,2,pfft,2048,32,0.25,8,4,10,4,5,20,4,2660,10,0.5,53200,24,0.0004511278195488722,0,0.22813802225000002,1028.3505154639174
red4,1,screen,1,pfft,2048,0,0.25,4,5,10,2,5,20,2,1206,12,0.6,24120,20,0.0008291873963515755,0,0.07183073695,847.96875
red4,1,screen,2,pfft,2048,64,0.25,5,4,3,0,5,20,2,1208,0,0.0,24160,606,0.025082781456953644,0,0.07631279945,0.0
red4,1,screen,3,pfft,2048,0,0.5,4,4,8,1,5,20,1,1130,7,0.35,22600,2137,0.0945575221238938,0,0.08017484685000001,617.96875
